event_id,date,location,Region,customer,device_family,current_ios,severity,outage,psirts_current_ios,bugs_current_ios
14e7d33e-3b13-4093-ab65-3e58bf8f8cc3,1/15/2021,Bronllech,AMUR,Yabox,Cisco Catalyst 2960-X Series,WS-C3850-48P-E---03.06.08E---2,P2,FALSE,CVE-2018-0480,CSCvf36269
80d61754-0a77-4582-b2a4-6d0f56c0c301,11/27/2020,Nimtaure,AMUR,Realblab,Cisco Catalyst 3850 Series,WS-C3650-48FS-E---Everest 16.6.6---2,P3,FALSE,CVE-2018-0156,CSCvd73664
cd198c86-8d75-4395-b38f-0eff5fd2e841,3/16/2020,Thyskelu,NEMAT,Jabbersphere,Cisco Catalyst 3650 Series,WS-C3850-48P-E---16.3.5b---1,P1,FALSE,CVE-2017-6665,CSCvj25124
c3460ef6-6a33-4db8-95ba-81b8e5a94562,1/5/2021,Eberesgarten,NEMAT,Shuffletag,Cisco Catalyst 3650 Series,WS-C3650-48FS-E---03.06.09E---2,P1,FALSE,CVE-2018-0475,CSCvg48576
19b3a598-861f-4b5b-b426-08a20d4dc4d7,11/14/2020,Moorwike,NEMAT,Yakidoo,Cisco Catalyst 2960-S Series,WS-C4506-E---3.1.1SG---2,P3,TRUE,CVE-2019-12657,CSCvd73664
286cd994-d8cd-4f82-aba8-f7fba1e13306,9/20/2020,Rhunduin,AMUR,Chatterpoint,Cisco ISR G2,WS-C2960S-48FPS-L---12.2(55)SE5---5,P1,FALSE,CVE-2018-0167,CSCvf36269
d99ced1d-ffba-450d-abc0-6dbf494baf11,12/10/2020,Collond,NEMAT,Photobean,Cisco Catalyst 3850 XS Series,WS-C3650-48PS-L---3.6.6E---454,P1,TRUE,CVE-2018-0167,CSCvg01089
6d4dafb7-f9d7-44aa-9239-d2fd1e569926,4/6/2020,Bancdderwen,NEMAT,Vidoo,Cisco Catalyst 3850 XS Series,WS-C3650-48PS-L---3.6.6E---454,P1,TRUE,CVE-2019-1748,CSCvn29244
14dd6583-581f-4821-9ad3-e814a13d0f96,2/7/2021,Oulfield,NEMAT,Skajo,Cisco Catalyst 2960 Series,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P3,FALSE,CVE-2018-0156,CSCvj25068
3e349197-0b2e-4894-bc06-112605ef66cb,5/18/2020,Whiteby,NEMAT,Wikizz,Cisco Catalyst 2960-S Series,WS-C3650-24PD-E---16.6.5---38,P1,TRUE,CVE-2018-0167,CSCvd73487
244e387b-f5dc-41ce-9056-ee06bae17a52,2/11/2021,Dinas Arancoch,AMUR,Ooba,Cisco Catalyst 3750-G Series,WS-C3650-24PS-E---03.06.06E---995,P2,TRUE,CVE-2019-1748,CSCvd73664
54eda368-0b92-47d2-b9a3-fb115c2e08f8,11/24/2020,Llwyndderwen,NEMAT,Chatterpoint,Cisco Catalyst 2960-S Series,WS-C3850-12S-E---03.06.06E---2,P3,TRUE,CVE-2019-12643,CSCvd88936
2c2d810c-3f7f-46ea-9596-3b72f2819cb4,7/11/2020,Neckwald,ASEAM,Eadel,Cisco Catalyst 3750-G Series,CISCO2951/K9---15.3(3)M5---313,P2,FALSE,CVE-2019-12643,CSCvo47376
037fc4fb-bd4d-480b-ade9-4076f2a1c14e,5/11/2020,Oberelfurt,AMUR,Babbleblab,Cisco Catalyst 3560-X Series,WS-C3650-48FS-E---Everest 16.6.5---56,P3,FALSE,CVE-2017-6663,CSCuo17183
0e329578-7ff3-4333-b0a7-0f43e9ef8f0b,1/18/2021,Guildwick,EPAC,Tambee,Cisco ISR G2,WS-C3650-24PS-E---Everest 16.6.5---1,P1,TRUE,CVE-2019-12643,CSCvn29244
c9dc1e98-0fe7-472a-bf6d-fc320e52c8b8,8/30/2020,Nordelsdeck,ASEAM,Roodel,Cisco Catalyst 2960-S Series,CISCO2951/K9---15.3(3)M5---313,P1,TRUE,CVE-2018-0167,CSCvo47376
c4247d77-a10e-4de4-8202-1a8bb01f97ef,4/25/2020,Ostbruck,APCG,Fliptune,Cisco ISR G2,WS-C3650-48FS-E---03.06.09E---2,P1,TRUE,CVE-2018-0480,CSCvo47376
0fa33016-9e01-4d2d-a257-65655335be25,9/2/2020,Harby,EPAC,Photospace,Cisco Catalyst 9300 Series,WS-C3650-48PS-E---03.06.06E---252,P2,TRUE,CVE-2017-12240,CSCvn29244
71924684-3c26-4369-8769-217dc2e66558,10/20/2020,Kirburn,EPAC,Blogspan,Cisco Catalyst 2960-X Series,WS-C3650-48FS-E---3.6.6E---595,P3,TRUE,CVE-2018-0167,CSCuo17183
9d6c5813-0252-4f9f-8c18-31579c68cb72,4/30/2020,Olaesthor,APCG,Ooba,Cisco Catalyst 2960-S Series,CISCO3925-CHASSIS---15.3(3)M5---18,P3,FALSE,CVE-2019-12643,CSCvd51214
a92ac7f7-b3a7-45df-87c4-e4798cd3dcb3,7/5/2020,Kirchelsfels,ASEAM,Livetube,Cisco Catalyst 3850 XS Series,WS-C3650-48FS-E---03.06.09E---2,P1,FALSE,CVE-2018-0475,CSCuo17183
73a8c476-0bd2-4b7f-b354-9c6eb3cf2ceb,2/21/2021,Llan Hafoddwrgi,AMUR,Dablist,Cisco ISR G1,WS-C3650-48PS-E---3.7.4E---1,P3,FALSE,CVE-2019-12643,CSCvd88936
0cb86a13-c716-40ac-ab59-c3a65eddfad8,9/17/2020,Kirchelmark,ASEAM,Eimbee,Cisco Catalyst 3560-X Series,WS-C3850-24XS-E---16.6.5---11,P2,TRUE,CVE-2017-12240,CSCvo47376
fa2e30d8-edb2-4561-ad1a-e8a5f22bcecb,4/8/2020,Munchbach,NEMAT,Linktype,Cisco ISR G1,WS-C3650-48FS-E---Everest 16.6.6---2,P3,TRUE,CVE-2018-0171,CSCvn29244
18912abe-6e62-4f92-91ec-a8cd9df27d8b,7/10/2020,Hostaur,ASEAM,Babbleblab,Cisco Catalyst 3560-X Series,WS-C3650-24PS-E---03.06.06E---995,P2,TRUE,CVE-2019-12657,CSCvg48576
714f1c88-a3de-42df-98f8-6d6caae73d21,5/7/2020,Olaesshys,EPAC,Eayo,Cisco Catalyst 3560-X Series,WS-C3850-48P-E---03.06.06E---2,P1,TRUE,CVE-2017-12240,CSCvn29244
824d9d53-1087-4f83-8a96-4e80972950f7,7/27/2020,Frankenberg,ASEAM,Meetz,Cisco Catalyst 4500 Series,WS-C3650-24PS-L---3.6.6E---984,P2,TRUE,CVE-2019-1748,CSCvh13611
6feb2372-ad90-42a0-a4d5-dfc3befad96a,10/12/2020,Blackby,EPAC,Edgeblab,Cisco Catalyst 4500 Series,WS-C3650-24PS-L---3.6.6E---984,P1,FALSE,CVE-2019-1748,CSCvh13611
8ee38823-c73f-4d2e-9721-f9ddd7082161,11/15/2020,Dinas Brynffridd,APCG,Kare,Cisco Catalyst 3560-G Series,WS-C3650-48PS-E---3.7.4E---1,P1,FALSE,CVE-2019-1748,CSCvd73487
7145f680-4c23-4aab-ac16-9edb28a78c5e,2/23/2021,Hencaster,EPAC,Aimbu,Cisco Catalyst 4500 Series,WS-C3650-48FS-E---03.06.09E---2,P3,FALSE,CVE-2019-12643,CSCvd40673
c1ef261a-faa7-4f1a-8705-1edb247b7020,3/13/2021,Sherbarad,NEMAT,Meezzy,Cisco Catalyst 3650 Series,WS-C3650-24PS-E---Everest 16.6.6---1,P2,FALSE,CVE-2018-0156,CSCvd40673
1df26775-dd1e-499f-985e-b58d3c9a942b,10/27/2020,Cajaertaur,APCG,Avamm,Cisco Catalyst 3750-X Series,WS-C3750X-24P-S---12.2(55)SE5---3,P3,FALSE,CVE-2018-0475,CSCuo17183
0c792d3a-8b92-4ac8-b9bd-ac10194140af,10/26/2020,Barworth Lake,EPAC,Oba,Cisco Catalyst 3650 Series,WS-C3850-48P-E---16.3.5b---1,P2,TRUE,CVE-2019-12657,CSCvd73664
b1667b15-0f23-4ab8-be22-f2a320d65537,8/26/2020,Nant Aranwen,AMUR,Fivechat,Cisco Catalyst 3560-G Series,WS-C3650-24PS-E---Denali 16.3.5b---1,P3,FALSE,CVE-2018-0171,CSCvj25068
fcf4c5c6-1d49-4f51-9e78-59c03967f0e6,9/6/2020,Barfield,NEMAT,Trilith,Cisco Catalyst 3560 Series,WS-C3650-24PS-E---3.7.3E---1,P1,TRUE,CVE-2019-12643,CSCvn29244
cad2624a-e67c-481c-b624-d77aaf88becb,3/21/2020,Holzensingen,AMUR,Zoovu,Cisco Catalyst 2960 Series,WS-C3750X-48P-S---12.2(55)SE5---6,P1,TRUE,CVE-2017-12240,CSCvd88936
ed7ba7e0-f78d-4171-9797-52579e6650d0,7/27/2020,Weinensingen,AMUR,Omba,Cisco Catalyst 3650 Series,WS-C3650-24PS-E---Denali 16.3.5b---1,P3,TRUE,CVE-2019-12657,CSCvg01089
9289bacb-c859-440c-8185-de7a304765ae,6/9/2020,Radheim,EPAC,Mymm,Cisco Catalyst 3560-G Series,WS-C6506-E---12.2(18)SXF12a---2,P3,FALSE,CVE-2019-1737,CSCvd51214
1ba07fac-6390-4a33-bf3e-a73a5255fd5f,10/22/2020,Frankheim,AMUR,LiveZ,Cisco Catalyst 3850 XS Series,WS-C3650-24PS-E---Everest 16.6.6---1,P3,FALSE,CVE-2019-12643,CSCvg48576
51dde3a0-1249-46de-ae90-db39ded28089,3/12/2021,Ancar,APCG,Kwilith,Cisco Catalyst 2960-X Series,WS-C3850-48P-E---03.06.06E---2,P2,FALSE,CVE-2019-1746,CSCvn93524
839867e3-ae80-49b9-a3c0-943a8e0a192e,10/29/2020,Harthaven Cross,APCG,Quimm,Cisco Catalyst 3850 Series,WS-C3850-24XS-E---16.3.5b---2,P1,FALSE,CVE-2019-12643,CSCvd73487
2e544ef4-8fa2-43f1-ae56-ad0803be2763,1/27/2021,Konigsenfurt,NEMAT,Voonix,Cisco Catalyst 3650 Series,WS-C3750X-48P-S---12.2(55)SE5---6,P2,TRUE,CVE-2018-0475,CSCvd88936
4ea18b66-1e6f-4ef2-ab34-f690e3fb4f9d,4/10/2020,Markstedt,EPAC,Feedbug,Cisco Catalyst 3750-G Series,WS-C3650-48FS-E---3.6.6E---595,P3,FALSE,CVE-2018-0156,CSCvj25124
5962da57-7038-4acc-b8b0-ef05833f1345,5/6/2020,Neckwald,EPAC,Zazio,Cisco ISR G1,WS-C3650-24PS-E---Denali 16.3.5b---1,P3,TRUE,CVE-2019-12657,CSCvf36269
0ac0af81-985c-4b4e-9a5c-d704a1f37011,10/18/2020,Glyncoch,APCG,Thoughtbeat,Cisco Catalyst 4500 Series,WS-C4506-E---3.8.5aE---12,P2,FALSE,CVE-2019-12643,CSCvg01089
9b41a078-0e0f-4699-8514-278a667d357a,11/9/2020,Caskelu,ASEAM,Buzzster,Cisco Catalyst 3560 Series,WS-C3850-48P-E---16.3.5b---1,P1,FALSE,CVE-2018-0475,CSCvf36269
1f8c5f84-bbe8-4a9e-9e64-debb0b2011f5,8/20/2020,Neldortaur,EPAC,Talane,Cisco Catalyst 3560-G Series,WS-C3750X-24P-S---12.2(55)SE5---3,P1,FALSE,CVE-2018-0171,CSCvf36269
6a6111bf-6902-45ac-8b54-2413fccebe61,6/22/2020,Wolfmark,ASEAM,Trupe,Cisco Catalyst 2960-S Series,WS-C3750X-48P-S---12.2(55)SE---1,P2,TRUE,CVE-2018-0475,CSCuo17183
e5faae46-8659-4e5c-809f-37fde5a8e336,11/21/2020,Barworth Lake,AMUR,Kayveo,Cisco Catalyst 2960-S Series,CISCO2951/K9---15.4(3)M1---1,P2,FALSE,CVE-2018-0167,CSCvn29244
5a623897-785f-4541-9662-4579eda6c834,1/14/2021,Kirburn,NEMAT,Brainlounge,Cisco 4000 Series ISR,WS-C3850-48P-E---Denali 16.3.5b---58,P1,TRUE,CVE-2019-12643,CSCvn29244
29e000da-6146-4095-bc89-24f05e69526d,1/14/2021,Maesmaen,NEMAT,Jayo,Cisco Catalyst 9300 Series,WS-C6506-E---12.2(18)SXF12a---2,P3,FALSE,CVE-2019-12657,CSCvj25124
1baa65e7-92fd-4e1d-bf2f-a3eb68964324,2/25/2021,Wolfmark,NEMAT,Devify,Cisco Catalyst 4500 Series,WS-C3750X-48P-S---12.2(55)SE---1,P3,FALSE,CVE-2019-1737,CSCvn29244
d1edfe95-7813-433f-b888-28075f631a61,9/19/2020,Harwell,EPAC,Oyonder,Cisco Catalyst 2960 Series,WS-C3750X-48PF-S---12.2(55)SE5---2,P2,FALSE,CVE-2019-1748,CSCvg48576
513959cc-87dd-41fc-8db4-292ccca17293,8/16/2020,Olaesanto,NEMAT,Browsedrive,Cisco ISR G1,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P3,FALSE,CVE-2019-1748,CSCvf36269
1dcde460-b56a-40a4-9546-037eda209350,9/13/2020,Schwarzergarten,APCG,Vidoo,Cisco Catalyst 2960-S Series,WS-C3750X-48P-S---12.2(55)SE8---1,P2,FALSE,CVE-2017-6665,CSCvd73487
7e2e6c1c-7e6b-4395-bdd6-bec3d4cc0971,8/20/2020,Blaencelli,EPAC,Aibox,Cisco Catalyst 3850 XS Series,WS-C3650-24PS-E---03.06.06E---995,P2,FALSE,CVE-2018-0167,CSCvj25068
047bc962-3c67-4e22-934b-d687d2119a5d,5/16/2020,Altbern,AMUR,Tagchat,Cisco Catalyst 3750-G Series,CISCO2951/K9---15.3(3)M5---313,P2,FALSE,CVE-2018-0171,CSCvd88936
f88c0c51-ff6c-4423-a546-82db3351fda5,4/28/2020,Mynydd Pencoed,APCG,Chatterpoint,Cisco Catalyst 3850 XS Series,WS-C3750X-48P-S---12.2(55)SE8---1,P3,TRUE,CVE-2019-12643,CSCvj25068
650dabf9-9969-4505-85a2-186da5d5bc03,2/25/2021,Maesmaen,APCG,Zooxo,Cisco Catalyst 3560-G Series,WS-C3750X-24P-S---12.2(55)SE5---3,P1,TRUE,CVE-2018-0480,CSCvh13611
7fcb8e3e-1adb-488f-8896-22660db707b4,7/28/2020,Whiteby,ASEAM,Oyoba,Cisco Catalyst 3750-G Series,WS-C3750X-48P-S---12.2(55)SE8---1,P3,TRUE,CVE-2019-12643,CSCvd88936
95525be3-bd3b-4042-8b55-8472fd5d846a,8/23/2020,Milllea Head,AMUR,Skilith,Cisco Catalyst 3560 Series,WS-C3850-24XS-E---16.3.5b---2,P1,FALSE,CVE-2018-0167,CSCvd73487
f1b5cf0a-2910-4eac-b551-b4bf4bae542d,2/9/2021,Carnshos,NEMAT,Tagfeed,Cisco Catalyst 3560-X Series,WS-C3850-24XS-E---16.6.5---11,P1,FALSE,CVE-2019-12657,CSCvd73487
4aaef6b7-9798-4e18-b810-f00eb5cc5fa9,2/9/2021,Pontcoch,AMUR,Browsetype,Cisco Catalyst 4500 Series,WS-C3650-48PS-L---3.6.6E---454,P1,FALSE,CVE-2018-0480,CSCvo47376
cd9b20b9-0fa1-4e51-a921-0df7be4f02bd,2/17/2021,Hazelthwaite,AMUR,Meezzy,Cisco Catalyst 9300 Series,WS-C3850-48P-E---Everest 16.6.5---71,P2,FALSE,CVE-2017-6665,CSCvd88936
04dc59fb-c6de-44c6-9edf-4418193f0034,2/28/2021,Henmouth,ASEAM,Flashspan,Cisco Catalyst 2960-X Series,WS-C3650-24PS-E---Denali 16.3.5b---1,P1,TRUE,CVE-2018-0171,CSCvd51214
15aac36b-f80f-465a-9aca-fe96e5964277,3/30/2020,Enedtas,NEMAT,Feedfish,Cisco Catalyst 2960-X Series,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P3,TRUE,CVE-2019-1737,CSCvd88936
fc0df2cc-64fd-4983-b011-9fd153f0dcb6,2/17/2021,Konigswald,NEMAT,Mudo,Cisco Catalyst 2960-X Series,WS-C3750X-48PF-S---12.2(55)SE5---2,P1,FALSE,CVE-2017-6663,CSCvn93524
1a95f84a-3ce2-4203-950d-06bdcee611fa,2/25/2021,Altbern,EPAC,Zooxo,Cisco Catalyst 3750-X Series,CISCO2951/K9---15.5(3)M7---2,P1,FALSE,CVE-2017-6665,CSCvd73487
0fcb69f9-e8d6-4af6-b690-c543d6758238,7/30/2020,Milllea Head,NEMAT,Blogtags,Cisco Catalyst 3850 XS Series,WS-C3850-48P-E---Denali 16.3.5b---58,P1,TRUE,CVE-2018-0156,CSCvn29244
467a5e50-cba2-43ab-ac44-dd13435d2ae4,8/28/2020,Whiteby,NEMAT,Voomm,Cisco Catalyst 3750-X Series,WS-C3650-24PS-E---Denali 16.3.5b---1,P2,FALSE,CVE-2018-0475,CSCvn93524
0034fdfc-d2aa-4dd5-b72e-e2b03c61fc42,2/21/2021,Norton,AMUR,Devbug,Cisco Catalyst 2960-S Series,WS-C4506-E---3.8.6E---42,P1,TRUE,CVE-2018-0156,CSCvd73487
eaa24895-810d-4640-8f46-db1caebd8bfc,1/5/2021,Rhuntum,ASEAM,Eimbee,Cisco Catalyst 3560-G Series,WS-C2960S-48FPS-L---12.2(55)SE5---5,P1,TRUE,CVE-2017-6665,CSCvd51214
5ce4110e-0d91-4937-8bec-219d89432ca9,4/27/2020,Trecarw,ASEAM,Wikibox,Cisco Catalyst 3850 Series,WS-C3650-24PS-E---Everest 16.6.6---1,P1,FALSE,CVE-2018-0156,CSCvn93524
886f3967-7ad1-477a-bee0-cfdc599cf835,3/12/2021,Dinas Brynffridd,AMUR,Feedmix,Cisco Catalyst 2960-X Series,WS-C3650-24PS-E---Everest 16.6.5---1,P2,FALSE,CVE-2017-6663,CSCvo47376
fa537718-0d70-44c8-87dc-b0d0ffcffbfe,8/3/2020,Mynydd Drysgolmaen,AMUR,Twitternation,Cisco Catalyst 3650 Series,WS-C3750X-24P-S---12.2(55)SE---2,P3,FALSE,CVE-2019-1746,CSCvd73487
b74f998d-d51f-4fff-a4e1-7f8d2f56cc88,8/27/2020,Saarelsfels,ASEAM,Trudoo,Cisco ISR G2,WS-C2960S-48FPS-L---12.2(55)SE5---5,P2,TRUE,CVE-2019-12643,CSCvo47376
cf2de527-f23a-490a-8604-c5fbef795071,6/3/2020,Neldortaur,ASEAM,InnoZ,Cisco Catalyst 3850 XS Series,WS-C3850-24XS-E---16.3.5b---2,P1,FALSE,CVE-2017-6665,CSCvd51214
62937f06-7bc0-4cff-9061-82e642938c2f,3/24/2020,Harlaur,ASEAM,Ainyx,Cisco Catalyst 3560-G Series,WS-C3850-48P-E---03.06.08E---2,P2,FALSE,CVE-2019-12657,CSCvd51214
3958fcb8-24fc-4fa9-8d1b-f329fa120d84,7/6/2020,Kinholm,EPAC,Realbridge,Cisco Catalyst 3750-G Series,WS-C3650-48PS-L---3.6.6E---454,P2,FALSE,CVE-2019-1746,CSCvd51214
62e25e6f-8222-4870-8a86-8bd23fba5c74,12/20/2020,Forailin,NEMAT,Oloo,Cisco Catalyst 3750-X Series,WS-C3850-12S-E---Denali 16.3.5b---2,P1,FALSE,CVE-2017-6663,CSCvd73487
1c5ce853-6af3-48ac-9a2d-8a5f008e54f7,6/23/2020,Caskelu,APCG,Roomm,Cisco Catalyst 3850 Series,WS-C3750X-48P-S---12.2(55)SE---1,P3,FALSE,CVE-2018-0475,CSCvf36269
f505bd36-44b6-4a28-a3d0-be3649ab9658,10/4/2020,Pontcoch,ASEAM,Kanoodle,Cisco Catalyst 2960-S Series,WS-C3650-24PS-E---Everest 16.6.5---1,P2,TRUE,CVE-2018-0167,CSCvd51214
66577484-92e5-47cf-b969-da3985f3a421,5/12/2020,Weinensingen,EPAC,Quatz,Cisco 4000 Series ISR,WS-C3650-24PS-E---Denali 16.3.5b---1,P1,TRUE,CVE-2019-1737,CSCvg76186
a0ce42c7-cefb-4364-a520-ab722d14e6d5,6/20/2020,Carnshos,NEMAT,Skibox,Cisco ISR G2,WS-C4506-E---3.1.1SG---2,P2,FALSE,CVE-2017-6665,CSCvf36269
685fffa0-a95f-4540-b25f-0197ce3d1af6,11/22/2020,Carnrhos,EPAC,Buzzbean,Cisco Catalyst 3560-G Series,WS-C3750X-48P-S---12.2(55)SE8---1,P1,TRUE,CVE-2018-0167,CSCvd73664
8d054f3c-bb0f-4aa1-a9c5-b002dad6b92b,1/27/2021,Alsheim,NEMAT,Lazzy,Cisco 4000 Series ISR,WS-C4506-E---3.8.5aE---12,P3,FALSE,CVE-2019-12643,CSCvd51214
27f0abbe-6c86-43fa-9f0e-2620e7c0f881,1/15/2021,Gersmark,ASEAM,Browsecat,Cisco Catalyst 9300 Series,WS-C3850-24XS-E---16.6.2---2,P1,TRUE,CVE-2019-1737,CSCuo17183
b599bf0f-5592-47e0-b1a6-10fc987fef61,4/2/2020,Glyncoch,AMUR,Flipstorm,Cisco Catalyst 3750-G Series,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P3,FALSE,CVE-2018-0156,CSCvd73487
f7312ba5-7211-4270-a0a7-3d5ac3636bca,10/10/2020,Hazelthwaite,AMUR,Geba,Cisco ISR G2,WS-C6506-E---12.2(18)SXF12a---2,P1,TRUE,CVE-2017-6665,CSCvj25068
56877746-c956-4397-b8af-36f608cc024f,4/27/2020,Dolffordd,NEMAT,Npath,Cisco Catalyst 3560-G Series,WS-C3650-48PS-L---3.6.6E---454,P1,TRUE,CVE-2018-0480,CSCvo47376
0dec0e73-81f5-4b7b-9ac9-41a93e7489e5,7/22/2020,Whiteburn,APCG,Avamm,Cisco Catalyst 3850 XS Series,WS-C4506-E---3.8.6E---42,P2,FALSE,CVE-2019-12643,CSCvn29244
2f6dc790-95aa-4396-b78e-b918a00a5605,8/5/2020,Braunwitz,APCG,Linkbuzz,Cisco Catalyst 3560-G Series,WS-C3750X-48PF-S---12.2(55)SE5---2,P3,FALSE,CVE-2017-6663,CSCvo47376
f4be966b-d978-414e-8382-52da29f9b468,3/4/2021,Newham,ASEAM,Kwimbee,Cisco Catalyst 3560-X Series,WS-C3650-24PS-E---Everest 16.6.6---1,P3,FALSE,CVE-2018-0167,CSCvf36269
9e421759-1772-42f5-a8ae-9cafe670f6f3,10/7/2020,Llysdderwen,ASEAM,Browsecat,Cisco 4000 Series ISR,WS-C4506-E---3.1.1SG---2,P2,TRUE,CVE-2018-0171,CSCvd40673
ced9e068-927f-47a4-8096-cb9e08154c4a,3/11/2021,Oulhall,NEMAT,Photojam,Cisco ISR G1,CISCO3925-CHASSIS---15.3(3)M5---18,P1,TRUE,CVE-2017-6665,CSCvf36269
69cdb92e-01cb-4059-9b0b-5f5b652447a8,10/4/2020,Carnshos,APCG,Oyoloo,Cisco Catalyst 4500 Series,WS-C3850-24XS-E---16.6.2---2,P3,TRUE,CVE-2018-0475,CSCvh13611
160b434d-bb60-4b74-aec4-a94126c46782,3/19/2020,Nimtaure,EPAC,Gigazoom,Cisco Catalyst 3850 Series,CISCO2951/K9---15.4(3)M3---1,P2,FALSE,CVE-2017-12240,CSCuo17183
e7cdf0d1-60aa-4f82-b919-84de1b02a15d,8/27/2020,Sherbarad,ASEAM,Skipstorm,Cisco Catalyst 4500 Series,WS-C3850-48P-E---Denali 16.3.5b---58,P1,TRUE,CVE-2019-1737,CSCvg76186
82584d6c-14c6-4ea8-9c14-cb22eedbdff9,12/26/2020,Esgair Trerice,EPAC,Bubbletube,Cisco ISR G1,WS-C3850-48P-E---16.3.5b---1,P1,TRUE,CVE-2019-1748,CSCvd73487
c778421a-288f-4d24-87e5-c55a4e99f1b3,6/24/2020,Ostbruck,EPAC,Yata,Cisco Catalyst 3650 Series,WS-C4506-E---3.1.1SG---2,P3,TRUE,CVE-2018-0480,CSCvg01089
c452c874-2260-4500-96b8-8e4a6d678920,8/18/2020,Frieddorf,AMUR,Trilia,Cisco Catalyst 3560-G Series,WS-C3750X-24P-S---12.2(55)SE5---3,P1,FALSE,CVE-2019-1748,CSCvd73664
9c8ec676-dbac-41a9-9a3d-d30ec2f11506,4/19/2020,Caeltys,APCG,Bluejam,Cisco Catalyst 2960-X Series,CISCO2951/K9---15.3(3)M5---313,P2,FALSE,CVE-2018-0167,CSCvd73487
fd2395b6-95f2-4271-92be-559fac215fb9,11/18/2020,Lower Hazelbeck,NEMAT,Flashset,Cisco Catalyst 3850 Series,CISCO2951/K9---15.4(3)M1---1,P3,TRUE,CVE-2019-12657,CSCvn93524
c8acbfb6-023e-4df6-9f18-49da9c389228,1/23/2021,Altenau,AMUR,Edgeify,Cisco Catalyst 3560-X Series,WS-C3650-24PD-E---16.6.5---38,P2,TRUE,CVE-2018-0171,CSCvd73487
46ff717a-bcd4-4b71-a3fb-9bd184463d41,8/1/2020,Konigswald,NEMAT,Youfeed,Cisco Catalyst 9300 Series,WS-C3850-48P-E---Denali 16.3.5b---58,P2,FALSE,CVE-2018-0156,CSCvo47376
74e451e7-cea0-406c-ab63-a15688163a54,3/14/2021,Caradmasto,EPAC,InnoZ,Cisco Catalyst 3750-X Series,WS-C3650-48PS-L---3.6.6E---454,P2,TRUE,CVE-2018-0167,CSCvd73487
eed1098b-eac9-472f-8a0e-d2be8a1b5d95,7/3/2020,Cajaertaur,EPAC,Wordware,Cisco Catalyst 2960-S Series,WS-C3650-48FS-E---03.06.09E---2,P2,TRUE,CVE-2019-1748,CSCvd73664
4689937c-a803-421b-a1b7-838afc651ad1,10/27/2020,Castell Ynysmark,EPAC,Quinu,Cisco Catalyst 3850 XS Series,WS-C3850-48P-E---Denali 16.3.5b---58,P1,FALSE,CVE-2018-0156,CSCvh13611
1d75238e-56b6-4e3c-8472-45874f9bda98,11/12/2020,Llan Hafoddwrgi,ASEAM,Twitternation,Cisco Catalyst 2960-X Series,WS-C3850-48P-E---03.06.08E---2,P1,FALSE,CVE-2018-0475,CSCvn29244
29e11492-5358-4247-a723-a1f666935701,8/2/2020,Pellad,EPAC,Voolith,Cisco Catalyst 3750-X Series,WS-C3650-24PS-L---3.6.6E---984,P3,TRUE,CVE-2018-0167,CSCvn93524
989fd01c-e6e9-47a1-a1be-ec23459fd4f2,8/9/2020,Millwike,ASEAM,Katz,Cisco ISR G2,WS-C4506-E---3.1.1SG---2,P2,FALSE,CVE-2017-6665,CSCvn29244
ee14500a-14f4-4bbd-91bc-f6e43a67a5d2,8/12/2020,Cajaerkard,EPAC,Ntags,Cisco Catalyst 2960-X Series,WS-C4506-E---3.8.5aE---12,P3,TRUE,CVE-2019-12643,CSCvh13611
7f4e9457-c137-4aa2-afd0-d8b85b826534,7/11/2020,Carnserin,EPAC,Skipfire,Cisco Catalyst 3850 Series,WS-C2960S-24PS-L---12.2(55)SE5---1,P3,FALSE,CVE-2017-6665,CSCvg76186
bfa9f25b-a0f4-4dfb-94ca-864e187828d5,8/14/2020,Portsdon,EPAC,Devcast,Cisco ISR G2,WS-C4506-E---3.6.2E---174,P3,TRUE,CVE-2018-0167,CSCvd73664
3d5a7c44-bda0-43fd-b1bf-9248b37bb7ac,3/11/2021,Westbrook,APCG,Fiveclub,Cisco Catalyst 3750-G Series,WS-C3850-24XS-S---16.6.5---3,P3,TRUE,CVE-2017-6665,CSCuo17183
d624fd88-d081-4a57-b647-7d0250814618,10/30/2020,Barworth Lake,NEMAT,Jabbersphere,Cisco Catalyst 3850 XS Series,WS-C3650-24PS-E---Everest 16.6.6---1,P1,FALSE,CVE-2019-12643,CSCvg48576
c1596e9f-e3c2-4223-944b-892e2c6ac648,1/17/2021,Henmouth,EPAC,Jaxbean,Cisco ISR G2,WS-C3650-24PS-E---Everest 16.6.6---1,P3,FALSE,CVE-2018-0167,CSCvd51214
b88f2141-879e-485f-a35c-a70f08f648c7,10/13/2020,Henmouth,AMUR,Jamia,Cisco Catalyst 3850 XS Series,WS-C3750X-24P-S---12.2(55)SE---2,P3,FALSE,CVE-2017-6665,CSCvg76186
fb5f6429-c7dc-44b0-ad7a-310235642a76,6/24/2020,Porthrice,AMUR,Skimia,Cisco Catalyst 3650 Series,WS-C4506-E---3.1.1SG---2,P1,TRUE,CVE-2019-12643,CSCvd73664
